iter	Passed	Remaining
1278	478829	457115
1279	479190	456728
1280	479532	456323
1281	479938	455978
1282	480300	455592
1283	480699	455241
1284	481062	454857
1285	481443	454488
1286	481798	454095
1287	482159	453709
1288	482543	453343
1289	482889	452942
1290	483219	452527
1291	483593	452152
1292	483980	451789
1293	484332	451394
1294	484672	450988
1295	485007	450577
1296	485398	450219
1297	485773	449846
1298	486174	449495
1299	486534	449108
1300	486927	448751
1301	487357	448429
1302	487744	448066
1303	488099	447673
1304	488461	447288
1305	488913	446984
1306	489291	446614
1307	489533	446119
1308	489832	445676
1309	490221	445315
1310	490535	444886
1311	490916	444519
1312	491270	444126
1313	491654	443761
1314	492071	443425
1315	492449	443055
1316	492670	442542
1317	493005	442134
1318	493370	441751
1319	493756	441388
1320	494134	441018
1321	494437	440580
1322	494836	440228
1323	495212	439856
1324	495445	439356
1325	495797	438964
1326	496148	438570
1327	496490	438167
1328	496842	437775
1329	497184	437372
1330	497568	437008
1331	497957	436647
1332	498314	436258
1333	498692	435888
1334	499069	435517
1335	499470	435167
1336	499831	434782
1337	500205	434408
1338	500515	433979
1339	500896	433611
1340	501257	433227
1341	501641	432862
1342	502026	432498
1343	502417	432138
1344	502794	431767
1345	503128	431359
1346	503522	431003
1347	503891	430625
1348	504235	430226
1349	504563	429813
1350	504931	429434
1351	505350	429099
1352	505802	428792
1353	506187	428427
1354	506582	428071
1355	506972	427711
1356	507342	427334
1357	507727	426969
1358	508175	426658
1359	508513	426254
1360	508904	425893
1361	509264	425508
1362	509647	425142
1363	510000	424751
1364	510335	424344
1365	510666	423935
1366	511062	423579
1367	511481	423243
1368	511815	422836
1369	512201	422472
1370	512540	422070
1371	512943	421720
1372	513349	421373
1373	513777	421042
1374	514214	420720
1375	514579	420339
1376	514911	419931
1377	515280	419553
1378	515606	419140
1379	515996	418779
1380	516377	418411
1381	516756	418041
1382	517160	417692
1383	517585	417359
1384	517952	416979
1385	518353	416627
1386	518716	416244
1387	519091	415871
1388	519517	415539
1389	519877	415153
1390	520248	414777
1391	520609	414393
1392	520968	414007
1393	521306	413604
1394	521644	413202
1395	521973	412792
1396	522322	412399
1397	522701	412029
1398	523083	411661
1399	523459	411289
1400	523844	410924
1401	524193	410530
1402	524595	410179
1403	524946	409787
1404	525316	409410
1405	525668	409019
1406	526038	408642
1407	526427	408280
1408	526775	407886
1409	527147	407510
1410	527470	407097
1411	527848	406727
1412	528231	406360
1413	528562	405953
1414	528946	405587
1415	529302	405200
1416	529682	404831
1417	530045	404449
1418	530402	404062
1419	530790	403699
1420	531136	403304
1421	531462	402894
1422	531810	402501
1423	532185	402128
1424	532568	401762
1425	532904	401360
1426	533263	400975
1427	533648	400609
1428	534019	400234
1429	534371	399844
1430	534749	399473
1431	535154	399123
1432	535507	398734
1433	535923	398392
1434	536316	398032
1435	536741	397697
1436	537116	397324
1437	537510	396965
1438	537912	396612
1439	538315	396259
1440	538695	395890
1441	539079	395524
1442	539458	395154
1443	539832	394780
1444	540183	394390
1445	540568	394024
1446	540887	393610
1447	541217	393205
1448	541582	392825
1449	542005	392486
1450	542425	392146
1451	542831	391795
1452	543202	391419
1453	543606	391067
1454	543949	390671
1455	544324	390298
1456	544713	389935
1457	545098	389569
1458	545462	389189
1459	545850	388825
1460	546233	388457
1461	546623	388095
1462	546968	387700
1463	547360	387339
1464	547763	386986
1465	548118	386599
1466	548510	386238
1467	548878	385860
1468	549257	385489
1469	549626	385112
1470	550028	384758
1471	550417	384394
1472	550762	384000
1473	551148	383635
1474	551503	383248
1475	551834	382844
1476	552260	382506
1477	552653	382146
1478	553042	381782
1479	553365	381373
1480	553717	380984
1481	554055	380585
1482	554410	380199
1483	554777	379820
1484	555132	379434
1485	555498	379054
1486	555879	378686
1487	556277	378328
1488	556725	378005
1489	557092	377626
1490	557480	377262
1491	557862	376893
1492	558244	376525
1493	558634	376162
1494	559052	375817
1495	559407	375431
1496	559785	375059
1497	560134	374669
1498	560548	374322
1499	560927	373951
1500	561302	373578
1501	561697	373218
1502	562094	372859
1503	562457	372478
1504	562831	372104
1505	563211	371734
1506	563599	371370
1507	564063	371054
1508	564390	370649
1509	564781	370287
1510	565181	369929
1511	565562	369560
1512	565969	369207
1513	566377	368856
1514	566783	368502
1515	567187	368148
1516	567604	367801
1517	568016	367451
1518	568344	367048
1519	568686	366652
1520	569084	366294
1521	569443	365910
1522	569841	365551
1523	570219	365179
1524	570614	364818
1525	571008	364457
1526	571384	364084
1527	571730	363692
1528	572101	363316
1529	572415	362904
1530	572753	362506
1531	573107	362120
1532	573439	361719
1533	573805	361340
1534	574215	360989
1535	574605	360624
1536	574985	360254
1537	575338	359867
1538	575687	359477
1539	576050	359096
1540	576439	358731
1541	576842	358375
1542	577232	358011
1543	577606	357636
1544	577931	357232
1545	578315	356864
1546	578639	356459
1547	578987	356069
1548	579381	355708
1549	579740	355324
1550	580092	354937
1551	580431	354542
1552	580612	354050
1553	580954	353656
1554	581107	353148
1555	581271	352648
1556	581414	352135
1557	581691	351703
1558	582056	351324
1559	582401	350934
1560	582777	350562
1561	583094	350155
1562	583464	349779
1563	583615	349273
1564	583990	348901
1565	584389	348544
1566	584750	348163
1567	585059	347752
1568	585406	347363
1569	585748	346971
1570	586040	346550
1571	586393	346166
1572	586725	345768
1573	587069	345378
1574	587481	345028
1575	587874	344667
1576	588183	344257
1577	588568	343891
1578	588906	343497
1579	589206	343082
1580	589546	342690
1581	589933	342325
1582	590301	341949
1583	590658	341567
1584	591054	341208
1585	591438	340841
1586	591827	340478
1587	592199	340104
1588	592568	339729
1589	592948	339360
1590	593318	338985
1591	593701	338618
1592	594090	338254
1593	594413	337853
1594	594817	337498
1595	595234	337150
1596	595597	336771
1597	595958	336392
1598	596301	336002
1599	596702	335645
1600	597098	335285
1601	597507	334932
1602	597923	334583
1603	598306	334216
1604	598651	333827
1605	599014	333449
1606	599351	333055
1607	599729	332686
1608	600076	332298
1609	600410	331903
1610	600761	331518
1611	601149	331154
1612	601531	330786
1613	601955	330441
1614	602312	330059
1615	602679	329683
1616	603129	329352
1617	603516	328987
1618	603885	328612
1619	604243	328230
1620	604589	327843
1621	604985	327482
1622	605373	327117
1623	605763	326754
1624	606143	326385
1625	606503	326005
1626	606886	325637
1627	607327	325300
1628	607744	324951
1629	608246	324647
1630	608611	324269
1631	608994	323901
1632	609366	323527
1633	609772	323172
1634	610135	322793
1635	610572	322454
1636	610961	322088
1637	611330	321713
1638	611727	321352
1639	612117	320988
1640	612495	320617
1641	612868	320244
1642	613275	319888
1643	613609	319494
1644	613977	319119
1645	614356	318748
1646	614755	318388
1647	615154	318028
1648	615502	317642
1649	615848	317255
1650	616187	316864
1651	616587	316504
1652	616983	316143
1653	617361	315772
1654	617781	315423
1655	618168	315057
1656	618557	314691
1657	618936	314320
1658	619337	313961
1659	619723	313594
1660	620112	313229
1661	620474	312850
1662	620910	312508
1663	621308	312147
1664	621703	311785
1665	622064	311405
1666	622430	311028
1667	622805	310655
1668	623194	310290
1669	623545	309905
1670	623915	309530
1671	624257	309142
1672	624637	308771
1673	625011	308398
1674	625372	308019
1675	625771	307658
1676	626217	307320
1677	626653	306977
1678	627028	306605
1679	627433	306247
1680	627817	305878
1681	628257	305537
1682	628690	305193
1683	629040	304808
1684	629341	304399
1685	629713	304025
1686	630081	303649
1687	630399	303249
1688	630777	302877
1689	631156	302506
1690	631563	302149
1691	631965	301789
1692	632393	301442
1693	632808	301088
1694	633141	300695
1695	633552	300339
1696	633909	299958
1697	634312	299598
1698	634690	299227
1699	635087	298864
1700	635498	298508
1701	635855	298127
1702	636266	297771
1703	636645	297399
1704	637037	297035
1705	637436	296673
1706	637898	296340
1707	638296	295978
1708	638738	295636
1709	639161	295285
1710	639583	294933
1711	639985	294572
1712	640353	294196
1713	640789	293851
1714	641178	293484
1715	641598	293131
1716	641940	292742
1717	642281	292354
1718	642682	291992
1719	643049	291615
1720	643414	291237
1721	643838	290886
1722	644246	290527
1723	644677	290179
1724	645087	289821
1725	645469	289451
1726	645842	289076
1727	646255	288720
1728	646653	288357
1729	647056	287996
1730	647442	287627
1731	647852	287269
1732	648255	286908
1733	648645	286541
1734	649086	286196
1735	649455	285820
1736	649778	285423
1737	650167	285056
1738	650519	284672
1739	650894	284298
1740	651274	283927
1741	651654	283555
1742	652044	283188
1743	652431	282820
1744	652775	282432
1745	653170	282067
1746	653592	281714
1747	653960	281337
1748	654315	280955
1749	654712	280590
1750	655084	280216
1751	655516	279866
1752	655935	279511
1753	656365	279161
1754	656769	278799
1755	657158	278431
1756	657594	278083
1757	658109	277768
1758	658624	277453
1759	659067	277107
1760	659421	276724
1761	659801	276352
1762	660146	275966
1763	660542	275600
1764	660957	275242
1765	661372	274885
1766	661712	274496
1767	662111	274132
1768	662483	273756
1769	662859	273382
1770	663237	273009
1771	663627	272641
1772	663975	272256
1773	664379	271893
1774	664808	271541
1775	665201	271174
1776	665603	270811
1777	666005	270447
1778	666415	270087
1779	666809	269720
1780	667233	269365
1781	667653	269009
1782	668031	268636
1783	668455	268281
1784	668845	267912
1785	669239	267545
1786	669645	267183
1787	670063	266826
1788	670466	266462
1789	670900	266111
1790	671288	265741
1791	671656	265364
1792	672066	265003
1793	672488	264647
1794	672878	264278
1795	673313	263927
1796	673733	263569
1797	674142	263208
1798	674561	262850
1799	674956	262482
1800	675317	262102
1801	675702	261731
1802	676075	261355
1803	676495	260998
1804	676868	260622
1805	677264	260255
1806	677636	259879
1807	678003	259501
1808	678389	259130
1809	678809	258772
1810	679148	258383
1811	679489	257996
1812	679828	257607
1813	680230	257242
1814	680579	256857
1815	680924	256471
1816	681323	256105
1817	681708	255734
1818	682124	255374
1819	682515	255005
1820	682881	254627
1821	683240	254246
1822	683644	253882
1823	684041	253515
1824	684479	253163
1825	684897	252804
1826	685307	252442
1827	685667	252061
1828	686078	251699
1829	686480	251334
1830	686906	250977
1831	687322	250617
1832	687737	250256
1833	688137	249890
1834	688545	249527
1835	688958	249165
1836	689330	248789
1837	689699	248411
1838	690082	248039
1839	690517	247685
1840	690864	247300
1841	691290	246942
1842	691651	246562
1843	692032	246189
1844	692435	245823
1845	692829	245455
1846	693186	245073
1847	693549	244693
1848	693910	244313
1849	694353	243961
1850	694791	243608
1851	695230	243255
1852	695663	242900
1853	696007	242514
1854	696355	242129
1855	696728	241752
1856	697155	241395
1857	697544	241024
1858	697983	240671
1859	698361	240296
1860	698729	239918
1861	699081	239535
1862	699477	239166
1863	699852	238790
1864	700194	238403
1865	700528	238014
1866	700868	237627
1867	701282	237264
1868	701666	236892
1869	702068	236525
1870	702398	236134
1871	702777	235760
1872	703159	235387
1873	703573	235024
1874	703962	234654
1875	704367	234288
1876	704763	233920
1877	705188	233560
1878	705620	233204
1879	705992	232827
1880	706384	232457
1881	706766	232083
1882	707176	231719
1883	707579	231352
1884	707997	230991
1885	708400	230624
1886	708779	230250
1887	709175	229881
1888	709577	229513
1889	709973	229144
1890	710359	228772
1891	710743	228399
1892	711137	228029
1893	711542	227663
1894	711891	227279
1895	712234	226893
1896	712647	226529
1897	713013	226150
1898	713425	225786
1899	713826	225418
1900	714177	225035
1901	714581	224668
1902	714970	224297
1903	715382	223932
1904	715798	223569
1905	716251	223218
1906	716665	222853
1907	717142	222509
1908	717537	222139
1909	717933	221770
1910	718320	221397
1911	718729	221031
1912	719060	220642
1913	719475	220278
1914	719934	219927
1915	720342	219561
1916	720773	219202
1917	721126	218819
1918	721530	218451
1919	721974	218096
1920	722364	217724
1921	722751	217352
1922	723153	216983
1923	723563	216617
1924	723978	216253
1925	724420	215896
1926	724844	215535
1927	725267	215172
1928	725614	214787
1929	726012	214418
1930	726424	214052
1931	726819	213681
1932	727300	213336
1933	727720	212972
1934	728120	212603
1935	728518	212233
1936	728899	211858
1937	729272	211481
1938	729702	211120
1939	730164	210769
1940	730561	210398
1941	730976	210033
1942	731362	209659
1943	731761	209289
1944	732116	208907
1945	732531	208541
1946	732863	208152
1947	733237	207775
1948	733641	207407
1949	734038	207036
1950	734459	206672
1951	734911	206317
1952	735327	205951
1953	735731	205583
1954	736127	205212
1955	736493	204832
1956	736850	204450
1957	737250	204080
1958	737611	203699
1959	737958	203315
1960	738332	202937
1961	738715	202563
1962	739152	202203
1963	739581	201841
1964	740004	201477
1965	740392	201103
1966	740791	200732
1967	741189	200362
1968	741577	199988
1969	741997	199623
1970	742378	199248
1971	742722	198862
1972	743109	198488
1973	743458	198104
1974	743822	197725
1975	744241	197359
1976	744647	196990
1977	745072	196626
1978	745475	196257
1979	745826	195873
1980	746227	195503
1981	746629	195133
1982	747096	194780
1983	747568	194428
1984	747959	194055
1985	748299	193668
1986	748653	193286
1987	749061	192917
1988	749430	192538
1989	749831	192167
1990	750223	191795
1991	750570	191410
1992	750972	191040
1993	751346	190662
1994	751752	190293
1995	752108	189911
1996	752500	189538
1997	752838	189151
1998	753228	188778
1999	753612	188403
2000	754005	188030
2001	754404	187659
2002	754865	187303
2003	755214	186919
2004	755668	186561
2005	756081	186193
2006	756476	185821
2007	756936	185464
2008	757279	185079
2009	757663	184704
2010	758075	184335
2011	758521	183975
2012	758885	183595
2013	759281	183222
2014	759676	182850
2015	760059	182474
2016	760514	182116
2017	760904	181742
2018	761321	181374
2019	761705	180999
2020	762116	180630
2021	762514	180258
2022	762944	179893
2023	763327	179517
2024	763707	179141
2025	764107	178769
2026	764544	178406
2027	764960	178038
2028	765361	177666
2029	765769	177296
2030	766198	176931
2031	766564	176551
2032	766979	176182
2033	767362	175806
2034	767747	175431
2035	768147	175059
2036	768500	174676
2037	768891	174302
2038	769307	173933
2039	769702	173560
2040	770130	173194
2041	770533	172822
2042	770931	172450
2043	771527	172121
2044	771998	171765
2045	772434	171400
2046	772826	171026
2047	773244	170657
2048	773714	170300
2049	774067	169917
2050	774446	169540
2051	774819	169161
2052	775211	168787
2053	775609	168413
2054	776043	168048
2055	776434	167673
2056	776812	167296
2057	777194	166919
2058	777568	166540
2059	777994	166173
2060	778352	165791
2061	778724	165412
2062	779112	165037
2063	779548	164672
2064	779939	164297
2065	780305	163917
2066	780680	163538
2067	781092	163168
2068	781433	162782
2069	781807	162404
2070	782158	162021
2071	782521	161640
2072	782877	161258
2073	783235	160876
2074	783592	160494
2075	783930	160109
2076	784296	159729
2077	784666	159349
2078	785016	158966
2079	785362	158582
2080	785703	158197
2081	786072	157818
2082	786450	157441
2083	786834	157064
2084	787189	156682
2085	787601	156312
2086	788046	155947
2087	788389	155563
2088	788737	155180
2089	789134	154806
2090	789468	154420
2091	789814	154036
2092	790190	153658
2093	790540	153275
2094	790942	152902
2095	791286	152519
2096	791650	152138
2097	792020	151759
2098	792367	151376
2099	792690	150988
2100	793080	150613
2101	793403	150225
2102	793747	149841
2103	794056	149451
2104	794384	149065
2105	794639	148664
2106	795000	148284
2107	795358	147903
2108	795712	147521
2109	796023	147132
2110	796367	146748
2111	796751	146372
2112	797091	145988
2113	797448	145607
2114	797809	145227
2115	798194	144851
2116	798528	144466
2117	798914	144091
2118	799269	143710
2119	799652	143333
2120	799996	142950
2121	800359	142571
2122	800726	142192
2123	801063	141807
2124	801398	141423
2125	801745	141040
2126	802090	140658
2127	802463	140280
2128	802803	139896
2129	803148	139514
2130	803454	139124
2131	803780	138738
2132	804118	138355
2133	804494	137977
2134	804835	137594
2135	805182	137212
2136	805573	136838
2137	806007	136470
2138	806338	136086
2139	806685	135704
2140	806996	135316
2141	807351	134935
2142	807665	134548
2143	808013	134166
2144	808331	133779
2145	808641	133391
2146	808964	133006
2147	809333	132628
2148	809670	132244
2149	810030	131865
2150	810365	131481
2151	810693	131097
2152	811049	130717
2153	811435	130342
2154	811764	129957
2155	812086	129572
2156	812449	129193
2157	812747	128804
2158	813050	128416
2159	813404	128035
2160	813742	127653
2161	814061	127267
2162	814412	126887
2163	814798	126512
2164	815168	126134
2165	815496	125750
2166	815844	125369
2167	816191	124988
2168	816551	124609
2169	816892	124227
2170	817194	123840
2171	817559	123462
2172	817923	123083
2173	818268	122702
2174	818632	122324
2175	818973	121942
2176	819270	121554
2177	819586	121169
2178	819919	120786
2179	820257	120404
2180	820631	120028
2181	821004	119651
2182	821389	119276
2183	821744	118897
2184	822100	118517
2185	822509	118146
2186	822868	117767
2187	823186	117383
2188	823533	117002
2189	823879	116622
2190	824176	116234
2191	824531	115855
2192	824825	115467
2193	825186	115089
2194	825528	114708
2195	825857	114326
2196	826183	113943
2197	826576	113569
2198	826938	113191
2199	827289	112812
2200	827619	112429
2201	827975	112051
2202	828327	111671
2203	828647	111288
2204	829038	110914
2205	829368	110532
2206	829709	110151
2207	830052	109771
2208	830373	109388
2209	830689	109004
2210	831061	108628
2211	831436	108252
2212	831791	107873
2213	832135	107493
2214	832473	107112
2215	832802	106731
2216	833104	106345
2217	833479	105969
2218	833840	105592
2219	834194	105213
2220	834545	104834
2221	834886	104454
2222	835229	104074
2223	835607	103699
2224	836001	103326
2225	836370	102949
2226	836750	102574
2227	837102	102195
2228	837549	101828
2229	837915	101451
2230	838261	101072
2231	838578	100689
2232	838936	100311
2233	839299	99934
2234	839698	99561
2235	840069	99185
2236	840432	98808
2237	840763	98427
2238	841122	98049
2239	841482	97672
2240	841818	97291
2241	842149	96911
2242	842526	96535
2243	842885	96158
2244	843253	95781
2245	843647	95408
2246	844023	95032
2247	844349	94651
2248	844706	94273
2249	845057	93895
2250	845396	93515
2251	845797	93142
2252	846172	92767
2253	846506	92387
2254	846893	92012
2255	847284	91638
2256	847606	91257
2257	848117	90896
2258	848563	90528
2259	849006	90159
2260	849426	89789
2261	849802	89413
2262	850204	89040
2263	850565	88663
2264	850946	88288
2265	851341	87914
2266	851725	87539
2267	852086	87162
2268	852444	86784
2269	852843	86411
2270	853207	86034
2271	853608	85661
2272	853968	85284
2273	854376	84911
2274	854776	84538
2275	855141	84161
2276	855527	83786
2277	855875	83408
2278	856239	83031
2279	856604	82654
2280	856976	82278
2281	857361	81903
2282	857717	81526
2283	858113	81152
2284	858479	80776
2285	858823	80397
2286	859215	80023
2287	859564	79644
2288	859964	79271
2289	860357	78897
2290	860710	78519
2291	861091	78144
2292	861476	77769
2293	861859	77394
2294	862226	77018
2295	862591	76641
2296	862965	76265
2297	863381	75893
2298	863825	75523
2299	864188	75146
2300	864615	74775
2301	865021	74402
2302	865460	74031
2303	865911	73662
2304	866300	73287
2305	866668	72911
2306	867189	72547
2307	867600	72174
2308	868029	71803
2309	868419	71428
2310	868795	71052
2311	869237	70681
2312	869672	70310
2313	870077	69937
2314	870479	69563
2315	870847	69186
2316	871234	68811
2317	871626	68436
2318	872033	68063
2319	872412	67687
2320	872792	67311
2321	873143	66933
2322	873536	66558
2323	873942	66185
2324	874322	65809
2325	874703	65433
2326	875099	65058
2327	875494	64684
2328	875902	64310
2329	876334	63938
2330	876734	63564
2331	877178	63192
2332	877631	62822
2333	878004	62445
2334	878412	62071
2335	878811	61697
2336	879220	61323
2337	879663	60951
2338	880062	60577
2339	880458	60202
2340	880889	59829
2341	881311	59456
2342	881714	59082
2343	882097	58706
2344	882521	58332
2345	882903	57956
2346	883305	57582
2347	883705	57207
2348	884111	56833
2349	884483	56456
2350	884901	56082
2351	885330	55709
2352	885748	55335
2353	886144	54960
2354	886556	54586
2355	887003	54214
2356	887418	53839
2357	887787	53463
2358	888213	53089
2359	888616	52714
2360	889019	52339
2361	889403	51963
2362	889824	51589
2363	890218	51213
2364	890638	50839
2365	891016	50463
2366	891409	50087
2367	891795	49711
2368	892156	49334
2369	892488	48955
2370	892857	48578
2371	893281	48204
2372	893667	47827
2373	894111	47454
2374	894493	47078
2375	894903	46703
2376	895319	46329
2377	895689	45952
2378	896069	45575
2379	896495	45201
2380	896972	44829
2381	897396	44455
2382	897802	44080
2383	898214	43705
2384	898614	43329
2385	898977	42951
2386	899359	42575
2387	899778	42200
2388	900276	41829
2389	900699	41454
2390	901042	41076
2391	901462	40701
2392	901851	40325
2393	902259	39949
2394	902596	39571
2395	903014	39195
2396	903423	38820
2397	903819	38444
2398	904215	38068
2399	904654	37693
2400	905041	37317
2401	905409	36940
2402	905779	36562
2403	906170	36186
2404	906584	35811
2405	907024	35436
2406	907379	35058
2407	907758	34681
2408	908178	34306
2409	908566	33929
2410	908923	33552
2411	909300	33175
2412	909694	32798
2413	910094	32422
2414	910478	32045
2415	910894	31670
2416	911304	31294
2417	911721	30918
2418	912136	30542
2419	912552	30167
2420	912948	29790
2421	913322	29413
2422	913717	29036
2423	914126	28660
2424	914491	28283
2425	914873	27906
2426	915222	27528
2427	915627	27152
2428	916018	26775
2429	916440	26399
2430	916848	26023
2431	917219	25645
2432	917640	25270
2433	918154	24896
2434	918612	24521
2435	919037	24145
2436	919489	23770
2437	919908	23393
2438	920307	23017
2439	920720	22640
2440	921140	22264
2441	921546	21887
2442	921904	21509
2443	922274	21132
2444	922728	20756
2445	923128	20379
2446	923484	20001
2447	923889	19625
2448	924331	19249
2449	924700	18871
2450	925115	18494
2451	925541	18118
2452	925934	17741
2453	926361	17364
2454	926792	16988
2455	927174	16610
2456	927584	16233
2457	927973	15856
2458	928401	15479
2459	928787	15102
2460	929218	14725
2461	929575	14347
2462	929979	13970
2463	930376	13593
2464	930727	13215
2465	931091	12837
2466	931435	12459
2467	931780	12081
2468	932188	11704
2469	932583	11326
2470	932969	10949
2471	933353	10571
2472	933752	10194
2473	934160	9817
2474	934527	9439
2475	934938	9062
2476	935367	8685
2477	935795	8308
2478	936194	7930
2479	936524	7552
2480	936908	7175
2481	937342	6797
2482	937759	6420
2483	938176	6043
2484	938583	5665
2485	939005	5288
2486	939424	4910
2487	939831	4532
2488	940222	4155
2489	940658	3777
2490	941037	3399
2491	941395	3022
2492	941750	2644
2493	942140	2266
2494	942551	1888
2495	942993	1511
2496	943392	1133
2497	943734	755
2498	944126	377
2499	944525	0
